Wall time,Step,Value
1655684610.814729,3602,0.9892796277999878
1655684751.5355318,4424,0.9891151785850525
1655686308.7543793,13443,0.9873114228248596
1655686458.6702716,14320,0.9871360063552856
1655686917.9741797,17028,0.9865943789482117
1655687067.2167065,17908,0.9864184260368347
1655687211.2259493,18758,0.9862483739852905
1655687715.1834288,20880,0.9858239889144897
1655687907.6933172,21730,0.9856539964675903
1655688519.541739,24394,0.9851211905479431
1655688723.5917218,25245,0.9849510192871094
1655691521.0085514,37148,0.9825704097747803
1655692959.363987,43272,0.9813455939292908
1655693143.0823052,44081,0.9811838269233704
1655693312.9683857,44843,0.9810314178466797
1655693757.0602667,46723,0.9806553721427917
1655694396.989887,49446,0.9801108241081238
1655695625.3468795,54826,0.9790347814559937
1655695851.8756514,55834,0.9788331985473633
1655696062.6702003,56730,0.9786540269851685
1655696268.0968177,57640,0.9784719944000244
1655696893.8590417,60356,0.9779288172721863
1655697074.8851445,61148,0.9777703881263733
1655697336.35869,62262,0.9775475859642029
1655697727.1740859,63922,0.977215588092804
1655697932.0602984,64791,0.9770417809486389
1655699112.3149674,69836,0.9760327935218811
1655700223.5837977,74506,0.9750987887382507
1655701622.7655997,80548,0.9738904237747192
1655703768.1382937,89824,0.9720352292060852
1655704671.1390493,93688,0.9712623953819275
1655705309.4195254,96385,0.9707229733467102
1655705513.6839693,97269,0.9705461859703064
1655705943.1843116,99108,0.9701784253120422
1655707429.0454297,105386,0.9689227938652039
1655708415.5374513,109556,0.9680888056755066
1655709341.7432365,113489,0.9673022031784058
1655709575.2056668,114469,0.9671062231063843
1655709992.2923076,116263,0.9667474031448364
1655710396.7483807,117971,0.9664058089256287
1655711659.582306,123408,0.9653183817863464
1655711865.8674102,124277,0.9651445746421814
1655713440.0233185,130960,0.963808000087738
1655713894.2582338,132846,0.9634308218955994
1655714092.5566483,133696,0.9632608294487
1655714756.3155944,136531,0.9626938104629517
1655716285.6795459,143039,0.9613922238349915
1655716894.2292619,145645,0.9608709812164307
1655717375.979066,147619,0.9604762196540833
1655717795.9042706,149390,0.9601219892501831
1655719086.3629148,154890,0.9590219855308533
1655719302.2091415,155790,0.9588419795036316
1655719518.8286963,156736,0.9586527943611145
1655720491.1641073,160895,0.9578210115432739
1655722001.8213801,167219,0.9565562009811401
1655722181.4267986,167981,0.9564037919044495
1655722373.0344648,168803,0.9562394022941589
1655723249.2769983,172491,0.9555017948150635
1655723467.1921344,173419,0.9553161859512329
1655723726.8695514,174540,0.9550920128822327
1655725165.9419196,180754,0.953849196434021
1655725825.956077,183575,0.9532849788665771
1655726039.9016106,184472,0.953105628490448
1655726231.508132,185294,0.9529411792755127
1655726448.1973472,186211,0.9527577757835388
1655726841.101124,187931,0.95241379737854
1655727650.0610347,191414,0.95171719789505
1655728105.6683946,193288,0.9513424038887024
1655728574.0622368,195289,0.9509422183036804
1655729486.432779,199014,0.9501972198486328
1655729689.6485057,199855,0.9500290155410767
1655729917.99096,200800,0.9498400092124939
1655730565.3557463,203599,0.9492802023887634
1655731614.115295,208114,0.9483771920204163
1655733595.8852198,217338,0.9465324282646179
1655734723.2645297,222024,0.9455952048301697
1655735043.7421026,223331,0.9453337788581848
1655735258.878935,224231,0.9451537728309631
1655737828.6357598,234984,0.9430031776428223
1655738032.5269296,235853,0.9428293704986572
1655738259.1827052,236845,0.9426310062408447
1655740584.304861,246722,0.9406555891036987
1655741053.7987633,249498,0.940100371837616
1655741455.7991068,251199,0.9397602081298828
1655741881.981462,252922,0.9394155740737915
1655742799.9100354,256809,0.9386382102966309
1655743450.7255154,259608,0.9380784034729004
1655744175.3707745,262644,0.9374712109565735
