Wall time,Step,Value
1655684718.4728823,3829,0.989234209060669
1655684846.0745795,4591,0.9890817999839783
1655685754.7601953,9925,0.9880149960517883
1655686372.3274198,13634,0.9872732162475586
1655686553.4219854,14714,0.9870572090148926
1655687004.736667,17405,0.9865189790725708
1655687194.9889686,18543,0.9862914085388184
1655687423.2554684,19552,0.9860895872116089
1655687823.332204,21244,0.985751211643219
1655688005.648457,22084,0.9855831861495972
1655688612.7515512,24709,0.9850581884384155
1655688856.8162117,25716,0.9848567843437195
1655691625.2447143,37478,0.9825044274330139
1655693038.1886277,43481,0.9813038110733032
1655693225.650597,44328,0.9811344146728516
1655693437.0295165,45238,0.9809523820877075
1655693839.2589662,46908,0.980618417263031
1655694492.0382009,49718,0.9800564050674438
1655695128.4153125,52487,0.9795026183128357
1655695766.5547004,55243,0.9789513945579529
1655695948.4338381,56035,0.9787930250167847
1655696178.6658773,57017,0.9785966277122498
1655696361.697684,57798,0.9784404039382935
1655696818.3794746,59748,0.9780504107475281
1655697073.4016304,60869,0.9778261780738831
1655697296.1015346,61813,0.9776374101638794
1655697479.8898926,62575,0.9774850010871887
1655697909.914911,64386,0.9771227836608887
1655698121.6779487,65285,0.9769430160522461
1655699401.102384,70757,0.9758486151695251
1655700452.4500954,75127,0.9749745726585388
1655702037.9074016,81982,0.9736036062240601
1655704215.4574447,91418,0.9717164039611816
1655705103.8317132,95260,0.9709479808807373
1655705798.8259866,98238,0.9703524112701416
1655705977.8652606,99000,0.9702000021934509
1655706431.9073308,101036,0.9697927832603455
1655708038.3532276,107804,0.9684392213821411
1655709105.9945464,112297,0.9675406217575073
1655709942.5009506,115959,0.9668081998825073
1655710125.0872548,116721,0.9666557908058167
1655710603.3002799,118775,0.9662449955940247
1655711057.2710605,120759,0.9658482074737549
1655712394.4764516,126616,0.9646767973899841
1655712605.4544466,127535,0.9644929766654968
1655714232.5182154,134513,0.9630973935127258
1655714780.7561474,136882,0.9626235961914062
1655714985.7908633,137767,0.9624465703964233
1655715590.963294,140401,0.9619197845458984
1655717173.2723987,147311,0.9605377912521362
1655717816.717799,150040,0.959991991519928
1655718256.066171,151922,0.9596155881881714
1655718716.5761473,153907,0.9592186212539673
1655720112.501406,160042,0.9579916000366211
1655720329.5015936,160956,0.957808792591095
1655720594.8687544,162111,0.9575778245925903
1655721765.7333424,167036,0.9565927982330322
1655723336.724001,173721,0.9552558064460754
1655723566.9560423,174712,0.9550576210021973
1655723809.0289285,175748,0.9548503756523132
1655724723.6681728,179729,0.9540541768074036
1655724923.8254275,180611,0.9538778066635132
1655725163.708524,181631,0.953673779964447
1655726613.096107,187808,0.9524384140968323
1655727383.486653,191124,0.9517751932144165
1655727565.6589637,191946,0.951610803604126
1655727801.02279,192956,0.9514088034629822
1655728031.938309,193905,0.9512190222740173
1655728433.2228386,195657,0.9508686065673828
1655729382.4200082,199597,0.9500805735588074
1655729860.7278392,201575,0.9496849775314331
1655730252.697658,203265,0.9493470191955566
1655731209.9013095,207466,0.948506772518158
1655731404.7496455,208316,0.9483367800712585
1655731634.5155356,209318,0.9481363892555237
1655732253.6476727,211944,0.9476112127304077
1655733345.0029898,217375,0.946524977684021
1655735531.466467,226873,0.9446253776550293
1655736696.3595583,231736,0.9436528086662292
1655736880.4202845,232526,0.9434947967529297
1655737158.7264428,233728,0.9432544112205505
1655739931.9020972,245766,0.9408468008041382
1655740171.6099443,246817,0.9406365752220154
1655740412.3814313,247839,0.9404321908950806
1655742683.7973602,258230,0.9383540153503418
1655743373.0262141,261182,0.9377635717391968
1655743820.2547061,263057,0.9373885989189148
1655744335.1869457,265215,0.9369570016860962
1655745303.6880848,269114,0.9361771941184998
1655745935.7178164,271787,0.9356426000595093
1655746653.4256282,274838,0.9350324273109436
1655747110.72978,276760,0.9346479773521423
1655748331.988307,281844,0.933631181716919
1655748831.805662,283885,0.9332230091094971
1655749037.7765892,284783,0.9330434203147888
