Wall time,Step,Value
1654645786.029988,655071,-11.0
1654647287.4831562,663812,-7.0
1654647890.6205754,667326,-14.0
1654649889.4344084,677748,-12.0
1654651520.8026175,685170,-11.0
1654651921.3709512,686971,-13.0
1654652467.1990259,689365,-7.0
1654653705.7873156,694910,-13.0
1654654875.287617,700252,-13.0
1654655182.6250226,701636,-15.0
1654656364.649581,706983,-14.0
1654656755.0482872,708797,-12.0
1654658238.7750306,715604,-9.0
1654660194.489074,724715,-8.0
1654660480.7992086,726417,-14.0
1654660829.224924,728455,-10.0
1654661574.2940552,732866,-8.0
1654661831.960184,734384,-17.0
1654662141.2701504,736217,-15.0
1654662759.5150914,739881,-12.0
1654663058.8408968,741646,-12.0
1654663774.4594011,745880,-13.0
1654665067.1124845,753501,-11.0
1654665669.5100772,757076,-16.0
1654665957.885273,758775,-15.0
1654666278.5087054,760676,-10.0
1654666961.6833732,764720,-11.0
1654668226.5375388,772199,-16.0
1654668440.9371667,773458,-17.0
1654669937.65766,782253,-7.0
1654670196.277595,783777,-15.0
1654670829.440896,787511,-14.0
1654671443.451047,791117,-13.0
1654672743.9101439,798732,-10.0
1654672998.808531,800220,-15.0
1654673937.5094664,805708,-15.0
1654674652.298641,809877,-9.0
1654674990.7390115,811861,-11.0
1654675810.6201367,816659,-10.0
1654676126.1472929,818500,-10.0
1654677133.305987,824404,-9.0
1654677555.6338985,826879,-6.0
1654677861.2975173,828673,-17.0
1654678471.5355847,832252,-15.0
1654679497.9419553,838279,-9.0
1654680941.0523024,846704,-14.0
1654682309.688132,854706,-13.0
1654682595.6057045,856384,-14.0
1654683430.0590138,861265,-16.0
1654684572.0194209,867946,-11.0
1654684929.9692407,870043,-10.0
1654685282.8866491,872119,-10.0
1654685547.04599,873663,-14.0
1654685804.0010197,875173,-16.0
1654686060.5852067,876673,-15.0
1654686953.8456376,881877,-15.0
1654687301.377876,883880,-11.0
1654687611.81207,885681,-13.0
1654688090.9924634,888486,-5.0
1654689039.0122123,894087,-12.0
1654691533.2004163,908801,-8.0
1654692526.9848554,914625,-12.0
1654692934.6569881,917020,-9.0
1654693632.1379108,921131,-10.0
1654693991.3743124,923252,-10.0
1654694337.862155,925301,-11.0
1654695003.7669313,929235,-18.0
1654695784.7540984,933844,-10.0
1654696666.3637462,939034,-6.0
1654697361.9845326,943129,-13.0
1654697704.575624,945164,-11.0
1654698717.5922267,951147,-6.0
1654699390.7537906,955134,-8.0
1654700529.9015603,961860,-12.0
1654700865.4746442,963844,-12.0
1654703151.3187022,977364,-5.0
1654703453.0814455,979154,-14.0
1654703785.5928833,981124,-14.0
1654705263.4758224,989876,-10.0
1654706341.0881703,996201,-17.0
1654707096.955981,1000649,-8.0
1654708006.520758,1006011,-17.0
1654709394.6532998,1014191,-5.0
1654711074.7185218,1024105,-13.0
1654711496.2565956,1026596,-4.0
1654711819.8014076,1028502,-11.0
1654712581.327997,1033003,-10.0
1654713412.8832932,1037916,-8.0
1654713703.5763462,1039627,-16.0
1654714091.4015648,1041912,-8.0
1654714639.1412563,1045148,-14.0
1654715303.7643328,1049045,-12.0
1654716060.096791,1053479,-12.0
1654716356.5213008,1055216,-15.0
1654717579.5838869,1062352,-15.0
1654717926.9829211,1064369,-11.0
1654719711.5773044,1074803,-13.0
1654720468.0899928,1078358,-11.0
1654721634.3251007,1083686,-17.0
1654722003.6019807,1085370,-15.0
1654722941.4085436,1089611,-14.0
1654723851.644023,1093817,-8.0
1654724834.6729605,1098330,-5.0
1654725865.8988245,1103064,-14.0
1654726331.2050714,1105174,-14.0
1654727703.9607213,1111378,-11.0
1654728695.8216307,1115825,-8.0
1654729189.9079638,1118094,-11.0
1654731152.6522813,1127116,-12.0
1654732961.49965,1135350,-8.0
1654734428.0296571,1142045,-14.0
1654734881.1240382,1144128,-12.0
1654735555.8791614,1147241,-1.0
1654735944.7478538,1149029,-12.0
1654736400.3249192,1151143,-7.0
1654738685.0295177,1161694,-9.0
1654739842.9287505,1167052,-2.0
1654740344.3520048,1169364,-10.0
1654741238.3015957,1173512,-10.0
1654741704.1885154,1175645,-9.0
1654742830.5285356,1182173,-4.0
1654743788.3627627,1187795,1.0
1654746389.393122,1203204,-5.0
1654747500.4867346,1209743,-10.0
1654749301.0502045,1220299,-12.0
1654749673.9595773,1222488,-11.0
1654750125.4885554,1225154,-5.0
1654751361.4697528,1232404,-3.0
1654752109.558431,1236820,-9.0
1654752518.4256034,1239212,10.0
1654752941.0433376,1241709,-5.0
1654754005.7394922,1247990,-8.0
1654756140.0380666,1260588,-8.0
1654757051.2136123,1265990,-4.0
1654757891.9759703,1270958,-1.0
1654758273.757638,1273201,-7.0
1654759022.4438121,1277599,-9.0
1654760161.6161864,1284293,-6.0
1654760457.862487,1286036,-15.0
1654761258.279084,1290745,-13.0
1654763075.2845483,1301437,-4.0
1654763598.3819108,1304523,-1.0
1654764586.0488586,1310338,4.0
1654765711.9636273,1316958,-6.0
1654766668.8852284,1322566,1.0
1654767765.0979147,1328992,-11.0
1654768261.626576,1331910,-2.0
1654769144.5756452,1337106,-8.0
1654769855.6269011,1341273,-3.0
1654770332.882526,1344072,6.0
1654771148.4931827,1348837,-10.0
1654771624.4195025,1351610,-3.0
1654772444.7723198,1356394,-9.0
1654772956.8094585,1359389,-1.0
1654773382.4934673,1361867,7.0
1654775698.0115736,1375365,-1.0
1654777320.809706,1384811,-8.0
1654777814.8050911,1387704,4.0
1654778323.134762,1390654,1.0
1654783479.2240372,1420832,-7.0
1654784424.5053217,1426338,8.0
1654786837.9417362,1440426,-11.0
1654787182.5923855,1442439,-11.0
1654788293.8736188,1448956,-10.0
1654788738.6252124,1451584,-4.0
1654790403.8090634,1460352,1.0
1654791783.866376,1468308,-9.0
1654792155.5440993,1470474,-9.0
1654793121.464652,1476129,-1.0
1654793657.709497,1479268,-3.0
1654794121.3929937,1481979,3.0
1654794629.8044872,1484966,-7.0
1654795047.599265,1487419,-11.0
1654798095.5671258,1505288,-4.0
1654799598.0510063,1514100,-1.0
1654805593.101441,1549290,-7.0
1654806060.5491729,1552038,5.0
1654806586.1979098,1555130,1.0
